EmployeeID,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,OverTime,Attrition,AttritionProbability,RiskLevel,ModelVersion,EngagementScore,PerformanceRating,SkillGapCount,SkillGapScore,SkillGaps,TopMissingSkill,Recommendation,CourseTitle,Provider,DurationHours,Priority,EngagementBand
434,Research & Development,Research Scientist,27,2478,4,Yes,No,0.711,HIGH,v1,48.3,3,11,42.24,"Microsoft Excel, Microsoft Office, Active Learning, Critical Thinking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
436,Sales,Sales Executive,32,5228,13,Yes,No,0.8749,HIGH,v1,51.7,3,9,36.5,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
437,Sales,Sales Executive,27,4478,5,Yes,No,0.6126,HIGH,v1,66.7,3,12,43.75,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Speaking, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
438,Sales,Sales Executive,31,7547,7,No,No,0.0235,LOW,v1,86.7,3,11,40.12,"Microsoft Office, Salesforce, Microsoft Outlook, Speaking, Adobe InDesign",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
439,Research & Development,Research Scientist,32,5055,7,No,No,0.1681,LOW,v1,66.7,3,12,45.99,"Microsoft Office, Writing, Speaking, Critical Thinking, Reading Comprehension",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
440,Research & Development,Research Scientist,28,3464,3,Yes,Yes,0.7661,HIGH,v1,45.0,3,11,43.24,"Microsoft Excel, R, Microsoft Office, Speaking, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
441,Research & Development,Research Scientist,30,5775,10,No,No,0.0163,LOW,v1,86.7,3,12,47.61,"Microsoft Excel, Microsoft Office, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
442,Research & Development,Manufacturing Director,31,8943,10,No,No,0.3118,LOW,v1,51.7,4,16,63.01,"SAP, Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Microsoft Office",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
444,Research & Development,Manager,39,19272,21,No,No,0.4976,MEDIUM,v1,61.7,3,8,30.0,"Microsoft PowerPoint, Reading Comprehension, Speaking, Active Listening, Atlassian JIRA",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
445,Sales,Sales Executive,39,5238,1,Yes,Yes,0.6176,HIGH,v1,61.7,3,14,50.5,"Microsoft Office, Salesforce, Microsoft Outlook, Active Listening, Adobe Creative Cloud",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
446,Sales,Sales Executive,33,4682,7,No,No,0.768,HIGH,v1,56.6,3,10,36.24,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Active Listening, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
447,Research & Development,Research Director,47,18300,3,No,No,0.019,LOW,v1,70.0,3,4,15.0,"Monitoring, Active Listening, Active Learning, Microsoft Project",Monitoring,Learn Monitoring,Performance Tracking and Review,LinkedIn Learning,6,6.0,High
448,Research & Development,Laboratory Technician,43,5257,9,No,No,0.2715,LOW,v1,60.0,3,8,25.99,"Reading Comprehension, Active Listening, SAP, Speaking, Monitoring",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,5.625,Moderate
449,Sales,Sales Executive,27,6349,5,Yes,No,0.2759,LOW,v1,60.0,3,14,52.25,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
450,Research & Development,Research Scientist,54,4869,4,No,No,0.0682,LOW,v1,71.7,3,11,41.86,"Microsoft Excel, Speaking, Active Learning, Critical Thinking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
451,Research & Development,Healthcare Representative,43,9985,1,No,No,0.3657,MEDIUM,v1,35.0,3,12,44.25,"Salesforce, Microsoft Outlook, Speaking, Active Listening, Amazon Web Services (AWS)",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,7.762,Low
452,Research & Development,Research Scientist,45,3697,10,No,No,0.1395,LOW,v1,76.7,3,9,35.25,"Microsoft Excel, R, Writing, Critical Thinking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
453,Sales,Sales Executive,40,7457,4,Yes,No,0.6105,HIGH,v1,48.3,4,12,45.75,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Microsoft Outlook, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
454,Research & Development,Laboratory Technician,29,2119,7,Yes,Yes,0.8224,HIGH,v1,21.7,3,13,45.24,"Microsoft Excel, Microsoft Office, Active Listening, SAP, Microsoft Word",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
455,Research & Development,Laboratory Technician,29,3983,3,No,No,0.369,MEDIUM,v1,61.7,3,13,43.37,"Microsoft Office, Active Listening, SAP, Microsoft PowerPoint, Microsoft Word",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
456,Sales,Sales Executive,30,6118,10,No,No,0.0627,LOW,v1,65.0,3,11,41.75,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Microsoft Outlook, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
458,Sales,Sales Executive,27,6214,8,No,No,0.1609,LOW,v1,43.3,3,12,45.12,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Speaking, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
460,Research & Development,Manufacturing Director,37,6347,6,No,No,0.0433,LOW,v1,78.3,3,10,39.0,"SAP, Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Active Learning",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,High
461,Research & Development,Research Director,38,11510,11,Yes,No,0.0211,LOW,v1,65.0,3,10,37.88,"Microsoft Office, Science, Monitoring, Speaking, Writing",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
462,Research & Development,Manufacturing Director,31,7143,11,Yes,No,0.3927,MEDIUM,v1,71.7,3,11,43.25,"SAP, Microsoft PowerPoint, Microsoft Office, Microsoft Outlook, Critical Thinking",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,7.762,High
463,Sales,Sales Executive,29,8268,7,Yes,No,0.5185,MEDIUM,v1,48.3,3,11,40.49,"Salesforce, Microsoft Outlook, Active Listening, Speaking, Adobe Creative Cloud",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,7.762,Moderate
464,Research & Development,Manufacturing Director,35,8095,16,No,No,0.0142,LOW,v1,60.0,3,10,38.14,"SAP, Microsoft Office, Monitoring, Reading Comprehension, Active Listening",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
465,Research & Development,Research Scientist,23,2904,4,No,No,0.1153,LOW,v1,71.7,3,12,47.11,"Microsoft Excel, R, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
466,Research & Development,Manufacturing Director,41,6032,5,Yes,No,0.7031,HIGH,v1,58.3,3,11,42.26,"Microsoft PowerPoint, Microsoft Outlook, Critical Thinking, Speaking, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
467,Sales,Sales Representative,47,2976,0,No,No,0.8709,HIGH,v1,53.4,3,13,45.38,"Microsoft Office, Active Listening, Reading Comprehension, IBM SPSS Statistics, Microsoft PowerPoint",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
468,Research & Development,Research Director,42,15992,1,No,No,0.0929,LOW,v1,60.0,3,4,15.88,"Microsoft Excel, Reading Comprehension, Writing, IBM SPSS Statistics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
469,Sales,Sales Executive,29,4649,4,No,No,0.0987,LOW,v1,61.7,3,10,39.25,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
470,Human Resources,Human Resources,42,2696,3,Yes,No,0.5334,MEDIUM,v1,66.7,3,12,47.25,"Microsoft PowerPoint, Workday, Microsoft Office, Microsoft Outlook, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
471,Research & Development,Laboratory Technician,32,2370,8,No,No,0.0987,LOW,v1,56.7,3,10,33.74,"Reading Comprehension, Active Listening, Microsoft PowerPoint, Microsoft Word, MEDITECH",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,5.625,Moderate
473,Sales,Manager,48,12504,0,No,No,0.208,LOW,v1,40.0,4,10,39.5,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Monitoring, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
474,Research & Development,Research Scientist,37,5974,7,Yes,No,0.3889,MEDIUM,v1,48.3,3,10,39.24,"Microsoft Excel, R, Speaking, Active Learning, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
475,Sales,Sales Executive,30,4736,2,Yes,No,0.6707,HIGH,v1,75.0,3,11,41.37,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Microsoft Outlook, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,High
476,Sales,Sales Executive,26,5296,8,No,No,0.1816,LOW,v1,63.4,3,13,47.24,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Microsoft Outlook, Adobe Creative Cloud",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
477,Research & Development,Healthcare Representative,42,6781,1,No,No,0.084,LOW,v1,51.7,4,8,30.62,"Microsoft Excel, Microsoft Outlook, Active Listening, Amazon Web Services (AWS), Google Workspace",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
478,Sales,Sales Representative,21,2174,3,Yes,Yes,0.9925,HIGH,v1,35.0,3,11,38.88,"Salesforce, Active Listening, Reading Comprehension, IBM SPSS Statistics, Microsoft PowerPoint",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,9.45,Low
479,Sales,Sales Executive,36,6653,1,No,No,0.0783,LOW,v1,80.0,3,8,30.37,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Adobe Creative Cloud, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
481,Sales,Sales Executive,36,9699,13,No,No,0.6217,HIGH,v1,48.3,3,4,13.63,"Microsoft Excel, Adobe Acrobat, Reading Comprehension, Mathematics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
482,Research & Development,Healthcare Representative,57,6755,3,No,No,0.0138,LOW,v1,73.4,3,15,56.5,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
483,Research & Development,Laboratory Technician,40,2213,7,Yes,No,0.1533,LOW,v1,81.7,3,11,36.37,"Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint, Microsoft Word",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,5.625,High
484,Sales,Sales Representative,21,2610,3,No,No,0.5753,MEDIUM,v1,58.3,4,12,44.5,"Microsoft Excel, Microsoft Office, Salesforce, Reading Comprehension, IBM SPSS Statistics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
485,Sales,Sales Representative,33,2851,1,Yes,Yes,0.9557,HIGH,v1,70.0,3,13,47.5,"Microsoft Excel, Microsoft Office, Salesforce, Speaking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
486,Research & Development,Laboratory Technician,37,3452,5,No,No,0.2429,LOW,v1,43.4,4,8,26.5,"SAP, Microsoft PowerPoint, Microsoft Word, MEDITECH, Google Docs",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,5.25,Moderate
487,Research & Development,Manufacturing Director,46,5258,1,No,No,0.0299,LOW,v1,71.7,3,10,37.26,"Microsoft Outlook, Speaking, Reading Comprehension, Active Listening, Active Learning",Microsoft Outlook,Learn Microsoft Outlook,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
488,Sales,Sales Executive,41,9355,8,No,Yes,0.7147,HIGH,v1,43.3,3,9,31.62,"Microsoft PowerPoint, Microsoft Office, Adobe Creative Cloud, Adobe InDesign, Adobe Acrobat",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
491,Research & Development,Healthcare Representative,50,10496,4,No,No,0.0801,LOW,v1,78.3,3,11,38.51,"Microsoft Office, Reading Comprehension, Google Workspace, Microsoft Azure, Apache Hadoop",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
492,Sales,Sales Executive,40,6380,6,Yes,Yes,0.8674,HIGH,v1,51.7,3,9,31.49,"Microsoft Excel, Adobe Creative Cloud, Adobe InDesign, Critical Thinking, Adobe Acrobat",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
493,Research & Development,Research Scientist,31,2657,2,Yes,No,0.5268,MEDIUM,v1,51.7,3,12,46.87,"Microsoft Excel, Microsoft Office, Writing, Active Learning, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
494,Sales,Sales Representative,21,2716,1,No,Yes,0.8488,HIGH,v1,68.3,3,14,50.38,"Microsoft Office, Salesforce, Speaking, Active Listening, Reading Comprehension",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
495,Research & Development,Research Scientist,29,2201,3,No,No,0.205,LOW,v1,86.7,3,10,37.87,"Microsoft Excel, Writing, Reading Comprehension, Active Listening, Mathematics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
496,Research & Development,Healthcare Representative,35,6540,1,No,No,0.3638,MEDIUM,v1,48.3,3,11,40.13,"Microsoft Excel, Microsoft Outlook, Reading Comprehension, Google Workspace, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
497,Research & Development,Laboratory Technician,27,3816,5,No,No,0.1175,LOW,v1,60.0,3,12,39.49,"Microsoft Office, Active Listening, Microsoft Word, Microsoft Outlook, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
498,Sales,Sales Executive,28,5253,7,No,No,0.2187,LOW,v1,73.3,3,9,32.62,"Salesforce, Speaking, Active Listening, Adobe Creative Cloud, Critical Thinking",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,6.75,High
499,Research & Development,Healthcare Representative,49,10965,5,No,No,0.1817,LOW,v1,51.7,4,7,26.38,"Microsoft Excel, Salesforce, Active Listening, Google Workspace, Apache Hadoop",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
500,Sales,Sales Executive,51,4936,7,No,No,0.0337,LOW,v1,71.7,3,10,35.62,"Microsoft Office, Active Listening, Adobe Creative Cloud, Adobe InDesign, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
501,Research & Development,Research Scientist,36,2543,2,No,No,0.0505,LOW,v1,70.0,3,13,51.23,"Microsoft Excel, Microsoft Office, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
502,Sales,Sales Executive,34,5304,5,Yes,Yes,0.8113,HIGH,v1,63.3,3,14,51.12,"Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
505,Research & Development,Manager,55,16659,5,Yes,No,0.038,LOW,v1,76.7,3,12,45.0,"Microsoft PowerPoint, Monitoring, Reading Comprehension, Speaking, Critical Thinking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
507,Sales,Sales Executive,24,4260,5,Yes,No,0.2769,LOW,v1,81.7,3,12,42.62,"Microsoft PowerPoint, Microsoft Excel, Microsoft Outlook, Critical Thinking, Adobe Acrobat",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
508,Sales,Sales Representative,30,2476,1,No,No,0.865,HIGH,v1,50.0,3,15,54.76,"Microsoft Excel, Microsoft Office, Speaking, Active Listening, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
510,Research & Development,Research Scientist,26,3102,6,No,Yes,0.3121,LOW,v1,46.7,4,14,54.86,"Microsoft Excel, R, Microsoft Office, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
511,Research & Development,Research Scientist,22,2244,2,No,No,0.3647,MEDIUM,v1,46.7,3,12,47.36,"Microsoft Excel, R, Microsoft Office, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
513,Sales,Sales Executive,36,7596,10,No,No,0.7014,HIGH,v1,48.3,3,11,39.12,"Microsoft PowerPoint, Microsoft Excel, Active Listening, Adobe Creative Cloud, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
514,Research & Development,Research Scientist,30,2285,1,Yes,Yes,0.9475,HIGH,v1,76.7,4,15,59.73,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
515,Research & Development,Laboratory Technician,37,3034,18,No,No,0.2123,LOW,v1,48.3,3,13,42.99,"Active Listening, SAP, Microsoft PowerPoint, Microsoft Word, MEDITECH",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,5.43,Moderate
516,Sales,Sales Executive,40,5715,5,No,No,0.1072,LOW,v1,63.3,3,12,43.99,"Microsoft Excel, Microsoft Office, Microsoft Outlook, Active Listening, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
517,Research & Development,Laboratory Technician,42,2576,5,No,No,0.2676,LOW,v1,36.7,3,10,32.74,"Active Listening, Microsoft Word, MEDITECH, Google Docs, Microsoft Outlook",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,5.43,Low
